code,description
G96810,Intracranial hypotension unspecified
G96819,Other intracranial hypotension
G9689,Other specified disorders of central nervous system
G969,Disorder of central nervous system unspecified
G970,Cerebrospinal fluid leak from spinal puncture
G971,Other reaction to spinal and lumbar puncture
G972,Intracranial hypotension following ventricular shunting
G9731,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating a nervous system procedure
G9741,Accidental puncture or laceration of dura during a procedure
G9751,Postprocedural hemorrhage of a nervous system organ or structure following a nervous system procedure
G9781,Other intraoperative complications of nervous system
G9782,Other postprocedural complications and disorders of nervous system
G9783,Intracranial hypotension following lumbar cerebrospinal fluid shunting
G980,Neurogenic arthritis not elsewhere classified
G988,Other disorders of nervous system
G990,Autonomic neuropathy in diseases classified elsewhere
G992,Myelopathy in diseases classified elsewhere
G998,Other specified disorders of nervous system in diseases classified elsewhere
H00011,Hordeolum externum right upper eyelid
H00031,Abscess of right upper eyelid
H0011,Chalazion right upper eyelid
H01001,Unspecified blepharitis right upper eyelid
H01011,Ulcerative blepharitis right upper eyelid
H01021,Squamous blepharitis right upper eyelid
H01111,Allergic dermatitis of right upper eyelid
H01121,Discoid lupus erythematosus of right upper eyelid
H01131,Eczematous dermatitis of right upper eyelid
H01141,Xeroderma of right upper eyelid
H018,Other specified inflammations of eyelid
H019,Unspecified inflammation of eyelid
H02011,Cicatricial entropion of right upper eyelid
H02021,Mechanical entropion of right upper eyelid
H02031,Senile entropion of right upper eyelid
H02041,Spastic entropion of right upper eyelid
H02051,Trichiasis without entropion right upper eyelid
H02101,Unspecified ectropion of right upper eyelid
H02111,Cicatricial ectropion of right upper eyelid
H02121,Mechanical ectropion of right upper eyelid
H02131,Senile ectropion of right upper eyelid
H02141,Spastic ectropion of right upper eyelid
H02151,Paralytic ectropion of right upper eyelid
H02201,Unspecified lagophthalmos right upper eyelid
H02211,Cicatricial lagophthalmos right upper eyelid
H02221,Mechanical lagophthalmos right upper eyelid
H02231,Paralytic lagophthalmos right upper eyelid
H0230,Blepharochalasis unspecified eye unspecified eyelid
H02401,Unspecified ptosis of right eyelid
H02411,Mechanical ptosis of right eyelid
H02421,Myogenic ptosis of right eyelid
H02431,Paralytic ptosis of right eyelid
H02511,Abnormal innervation syndrome right upper eyelid
H02521,Blepharophimosis right upper eyelid
H02531,Eyelid retraction right upper eyelid
H0259,Other disorders affecting eyelid function
H0260,Xanthelasma of unspecified eye unspecified eyelid
H0270,Unspecified degenerative disorders of eyelid and periocular area
H02711,Chloasma of right upper eyelid and periocular area
H02721,Madarosis of right upper eyelid and periocular area
H02731,Vitiligo of right upper eyelid and periocular area
H0279,Other degenerative disorders of eyelid and periocular area
H02811,Retained foreign body in right upper eyelid
H02821,Cysts of right upper eyelid
H02824,Cysts of left upper eyelid
H02829,Cysts of unspecified eye unspecified eyelid
H02831,Dermatochalasis of right upper eyelid
H02841,Edema of right upper eyelid
H02844,Edema of left upper eyelid
H02849,Edema of unspecified eye unspecified eyelid
H02851,Elephantiasis of right upper eyelid
H02861,Hypertrichosis of right upper eyelid
H02871,Vascular anomalies of right upper eyelid
H02881,Meibomian gland dysfunction right upper eyelid
H0289,Other specified disorders of eyelid
H029,Unspecified disorder of eyelid
H04011,Acute dacryoadenitis right lacrimal gland
H04021,Chronic dacryoadenitis right lacrimal gland
H04031,Chronic enlargement of right lacrimal gland
H04111,Dacryops of right lacrimal gland
H04121,Dry eye syndrome of right lacrimal gland
H04131,Lacrimal cyst right lacrimal gland
H04141,Primary lacrimal gland atrophy right lacrimal gland
H04151,Secondary lacrimal gland atrophy right lacrimal gland
H04161,Lacrimal gland dislocation right lacrimal gland
H0419,Other specified disorders of lacrimal gland
H04201,Unspecified epiphora right side
H04211,Epiphora due to excess lacrimation right lacrimal gland
H04301,Unspecified dacryocystitis of right lacrimal passage
H04311,Phlegmonous dacryocystitis of right lacrimal passage
H04321,Acute dacryocystitis of right lacrimal passage
H04331,Acute lacrimal canaliculitis of right lacrimal passage
H04411,Chronic dacryocystitis of right lacrimal passage
H04421,Chronic lacrimal canaliculitis of right lacrimal passage
H04511,Dacryolith of right lacrimal passage
H04521,Eversion of right lacrimal punctum
H04531,Neonatal obstruction of right nasolacrimal duct
H04541,Stenosis of right lacrimal canaliculi
H04551,Acquired stenosis of right nasolacrimal duct
H04561,Stenosis of right lacrimal punctum
H04611,Lacrimal fistula right lacrimal passage
H0469,Other changes of lacrimal passages
H04811,Granuloma of right lacrimal passage
H0489,Other disorders of lacrimal system
H049,Disorder of lacrimal system unspecified
H0500,Unspecified acute inflammation of orbit
H05011,Cellulitis of right orbit
H05021,Osteomyelitis of right orbit
H05031,Periostitis of right orbit
H05041,Tenonitis of right orbit
H0510,Unspecified chronic inflammatory disorders of orbit
H05111,Granuloma of right orbit
H05121,Orbital myositis right orbit
H0520,Unspecified exophthalmos
H05211,Displacement (lateral) of globe right eye
H05221,Edema of right orbit
H05222,Edema of left orbit
H05223,Edema of bilateral orbit
H05229,Edema of unspecified orbit
H05231,Hemorrhage of right orbit
H05241,Constant exophthalmos right eye
H05251,Intermittent exophthalmos right eye
H05261,Pulsating exophthalmos right eye
H0530,Unspecified deformity of orbit
H05311,Atrophy of right orbit
H05321,Deformity of right orbit due to bone disease
H05341,Enlargement of right orbit
H05351,Exostosis of right orbit
H05401,Unspecified enophthalmos right eye
H05411,Enophthalmos due to atrophy of orbital tissue right eye
H0550,Retained (old) foreign body following penetrating wound of unspecified orbit
H05811,Cyst of right orbit
H05812,Cyst of left orbit
H05813,Cyst of bilateral orbits
H05819,Cyst of unspecified orbit
H05821,Myopathy of extraocular muscles right orbit
H0589,Other disorders of orbit
H059,Unspecified disorder of orbit
H10011,Acute follicular conjunctivitis right eye
H10021,Other mucopurulent conjunctivitis right eye
H1010,Acute atopic conjunctivitis unspecified eye
H10211,Acute toxic conjunctivitis right eye
H10221,Pseudomembranous conjunctivitis right eye
H10231,Serous conjunctivitis except viral right eye
H1030,Unspecified acute conjunctivitis unspecified eye
H10411,Chronic giant papillary conjunctivitis right eye
H10421,Simple chronic conjunctivitis right eye
H10431,Chronic follicular conjunctivitis right eye
H1044,Vernal conjunctivitis
H1045,Other chronic allergic conjunctivitis
H10501,Unspecified blepharoconjunctivitis right eye
H10511,Ligneous conjunctivitis right eye
H10521,Angular blepharoconjunctivitis right eye
H10531,Contact blepharoconjunctivitis right eye
H10811,Pingueculitis right eye
H10821,Rosacea conjunctivitis right eye
H1089,Other conjunctivitis
H109,Unspecified conjunctivitis
H11011,Amyloid pterygium of right eye
H11021,Central pterygium of right eye
H11031,Double pterygium of right eye
H11041,Peripheral pterygium stationary right eye
H11061,Recurrent pterygium of right eye
H1110,Unspecified conjunctival degenerations
H11111,Conjunctival deposits right eye
H11151,Pinguecula right eye
H11211,Conjunctival adhesions and strands (localized) right eye
H11231,Symblepharon right eye
H11241,Scarring of conjunctiva right eye
H1130,Conjunctival hemorrhage unspecified eye
H11411,Vascular abnormalities of conjunctiva right eye
H11421,Conjunctival edema right eye
H11811,Pseudopterygium of conjunctiva right eye
H11821,Conjunctivochalasis right eye
H1189,Other specified disorders of conjunctiva
H119,Unspecified disorder of conjunctiva
H15011,Anterior scleritis right eye
H15021,Brawny scleritis right eye
H15031,Posterior scleritis right eye
H15041,Scleritis with corneal involvement right eye
H15051,Scleromalacia perforans right eye
H15091,Other scleritis right eye
H15101,Unspecified episcleritis right eye
H15111,Episcleritis periodica fugax right eye
H15121,Nodular episcleritis right eye
H15811,Equatorial staphyloma right eye
H15821,Localized anterior staphyloma right eye
H15831,Staphyloma posticum right eye
H15841,Scleral ectasia right eye
H15851,Ring staphyloma right eye
H1589,Other disorders of sclera
H159,Unspecified disorder of sclera
H16011,Central corneal ulcer right eye
H16021,Ring corneal ulcer right eye
H16031,Corneal ulcer with hypopyon right eye
H16041,Marginal corneal ulcer right eye
H16051,Mooren's corneal ulcer right eye
H16061,Mycotic corneal ulcer right eye
H16071,Perforated corneal ulcer right eye
H16101,Unspecified superficial keratitis right eye
H16111,Macular keratitis right eye
H16121,Filamentary keratitis right eye
H16131,Photokeratitis right eye
H16141,Punctate keratitis right eye
H16201,Unspecified keratoconjunctivitis right eye
H16211,Exposure keratoconjunctivitis right eye
H16221,Keratoconjunctivitis sicca not specified as Sjogren's right eye
H16231,Neurotrophic keratoconjunctivitis right eye
H16241,Ophthalmia nodosa right eye
H16251,Phlyctenular keratoconjunctivitis right eye
H16261,Vernal keratoconjunctivitis with limbar and corneal involvement right eye
H16291,Other keratoconjunctivitis right eye
H16301,Unspecified interstitial keratitis right eye
H16311,Corneal abscess right eye
H16321,Diffuse interstitial keratitis right eye
H16331,Sclerosing keratitis right eye
H16391,Other interstitial and deep keratitis right eye
H16401,Unspecified corneal neovascularization right eye
H16411,Ghost vessels (corneal) right eye
H16421,Pannus (corneal) right eye
H16431,Localized vascularization of cornea right eye
H16441,Deep vascularization of cornea right eye
H168,Other keratitis
H169,Unspecified keratitis
H1700,Adherent leukoma unspecified eye
H1710,Central corneal opacity unspecified eye
H17811,Minor opacity of cornea right eye
H17821,Peripheral opacity of cornea right eye
H1789,Other corneal scars and opacities
H179,Unspecified corneal scar and opacity
H18011,Anterior corneal pigmentations right eye
H18021,Argentous corneal deposits right eye
H18031,Corneal deposits in metabolic disorders right eye
H18041,Kayser-Fleischer ring right eye
H18051,Posterior corneal pigmentations right eye
H18061,Stromal corneal pigmentations right eye
H1810,Bullous keratopathy unspecified eye
H1820,Unspecified corneal edema
H18211,Corneal edema secondary to contact lens right eye
H18221,Idiopathic corneal edema right eye
H18231,Secondary corneal edema right eye
H1830,Unspecified corneal membrane change
H18311,Folds and rupture in Bowman's membrane right eye
H18321,Folds in Descemet's membrane right eye
H18331,Rupture in Descemet's membrane right eye
H1840,Unspecified corneal degeneration
H18411,Arcus senilis right eye
H18421,Band keratopathy right eye
H1843,Other calcerous corneal degeneration
H18441,Keratomalacia right eye
H18451,Nodular corneal degeneration right eye
H18461,Peripheral corneal degeneration right eye
H1849,Other corneal degeneration
H18501,Unspecified hereditary corneal dystrophies right eye
H18511,Endothelial corneal dystrophy right eye
H18521,Epithelial (juvenile) corneal dystrophy right eye
H18531,Granular corneal dystrophy right eye
H18541,Lattice corneal dystrophy right eye
